Date,score_raw,bubble_prob,bubble_prob_smooth
2020-07-09,0.19073865107853163,0.11864406779660944,0.10508474576271157
2020-07-16,0.15818480600869214,0.0,0.10508474576271157
2020-07-23,0.10791463116534057,0.0,0.054237288135593045
2020-07-30,0.18222564466175736,0.016949152542372618,0.05762711864406757
2020-08-06,0.1788890536407924,0.0,0.02711864406779641
2020-08-13,0.14509374903540795,0.0,0.0033898305084745237
2020-08-20,0.1447452390689927,0.0,0.0033898305084745237
2020-08-27,0.10350835020072056,0.0,0.0033898305084745237
2020-09-03,0.1449993617066037,0.0,0.0
2020-09-10,0.14572281561694492,0.0,0.0
2020-09-17,0.2054860167046664,0.3898305084745758,0.07796610169491516
2020-09-24,0.1428766473480582,0.0,0.07796610169491516
2020-10-01,0.1556747160761074,0.0,0.07796610169491516
2020-10-09,0.14588175095888106,0.0,0.07796610169491516
2020-10-16,0.1499574780863193,0.0,0.07796610169491516
2020-10-23,0.11524247186452641,0.0,0.0
2020-10-30,0.11669887497208356,0.0,0.0
2020-11-06,0.1509558584376288,0.0,0.0
2020-11-13,0.16724412735235009,0.0,0.0
2020-11-20,0.13445888360696287,0.0,0.0
2020-11-27,0.14681794620242808,0.0,0.0
2020-12-07,0.13963848496686826,0.0,0.0
2020-12-14,0.14527841964791102,0.0,0.0
2020-12-21,0.11067984077544597,0.0,0.0
2020-12-29,0.11121379730437866,0.0,0.0
